code_uic,nom,commune,departement,lat,lon,paris_min,paris_gare
87313759,Abancourt,Abancourt,OISE,49.685526,1.774495,,
87481614,Abbaretz,Abbaretz,LOIRE-ATLANTIQUE,47.555462,-1.524313,,
87317362,Abbeville,Abbeville,SOMME,50.100849,1.825534,,
87545269,Ablon,Ablon-Sur-Seine,VAL-DE-MARNE,48.723897,2.417862,,
87316745,Acheux-Franleu,Chepy,SOMME,50.08249,1.657197,,
87342048,Achiet,Achiet-Le-Grand,PAS-DE-CALAIS,50.131968,2.780612,,
87386052,Achères-Grand-Cormier,Saint-Germain-En-Laye,YVELINES,48.955145,2.091973,,
87381657,Achères-Ville,Acheres,YVELINES,48.970052,2.077779,,
87757559,Agay,Saint-Raphael,VAR,43.432054,6.856749,,
87781278,Agde,Agde,HERAULT,43.31685,3.461673,,
87586008,Agen,Agen,LOT-ET-GARONNE,44.208341,0.621048,,
87595157,Agonac,Agonac,DORDOGNE,45.287059,0.749343,,
87171702,Aguilcourt-Variscourt,Aguilcourt,AISNE,49.406853,3.973515,,
87485193,Aigrefeuille-Le Thou,Le Thou,CHARENTE-MARITIME,46.093627,-0.951249,,
87741421,Aiguebelette-le-Lac,Aiguebelette-Le-Lac,SAVOIE,45.536222,5.813118,,
87741256,Aiguebelle,Val-D'Arc,SAVOIE,45.54481,6.305154,,
87734129,Aigueperse,Aigueperse,PUY-DE-DOME,46.014744,3.198198,,
87775858,Aigues-Mortes,Aigues-Mortes,GARD,43.57088,4.191092,,
87586693,Aiguillon,Aiguillon,LOT-ET-GARONNE,44.29876,0.335088,,
87185629,Aillevillers,Corbenay,HAUTE-SAONE,47.913971,6.336785,,
87313221,Ailly-sur-Noye,Ailly-Sur-Noye,SOMME,49.7545,2.36399,,
87313098,Ailly-sur-Somme,Ailly-Sur-Somme,SOMME,49.927915,2.201677,,
87775833,Aimargues,Aimargues,GARD,43.678651,4.208742,,
87741769,Aime-La Plagne,Aime-La-Plagne,SAVOIE,45.55437,6.648429,,
87713636,Aiserey,Aiserey,COTE-D'OR,47.170742,5.157577,,
87751404,Aix-en-Provence,Aix-En-Provence,BOUCHES-DU-RHONE,43.522763,5.445177,,
87319012,Aix-en-Provence-TGV,Aix-En-Provence,BOUCHES-DU-RHONE,43.455237,5.317307,183,Paris Gare de Lyon
87741132,Aix-les-Bains-Le Revard,Aix-Les-Bains,SAVOIE,45.68968,5.908769,,
87592667,Aixe-sur-Vienne,Aixe-Sur-Vienne,HAUTE-VIENNE,45.796499,1.145648,,
87722744,Alaï,Tassin-La-Demi-Lune,RHONE,45.751901,4.771827,,
87746115,Albens,Entrelacs,SAVOIE,45.785931,5.948602,,
87313072,Albert,Albert,SOMME,50.005598,2.64401,,
87741645,Albertville,Albertville,SAVOIE,45.669083,6.372403,,
87615005,Albi,Albi,TARN,43.922347,2.137785,,
87615195,Albi-Madeleine,Albi,TARN,43.93862,2.141025,,
87613398,Albias,Albias,TARN-ET-GARONNE,44.090813,1.442956,,
87721266,Albigny-Neuville,Albigny-Sur-Saone,RHONE,45.873871,4.833262,,
87444711,Alençon,Alencon,ORNE,48.43394,0.099146,,
87615187,Alet-les-Bains,Alet-Les-Bains,AUDE,42.997275,2.251998,,
87594234,Allassac,Allassac,CORREZE,45.258567,1.473201,,
87783654,Allenc,Allenc,LOZERE,44.541521,3.66413,,
87731885,Alleyras,Alleyras,HAUTE-LOIRE,44.9188,3.673314,,
87710913,Allée Royale,Saint-Cyr-L'Ecole,YVELINES,48.814407,2.078456,,
87182238,Altkirch,Altkirch,HAUT-RHIN,47.627025,7.240219,,
87775288,Alès,Ales,GARD,44.128032,4.084967,,
87172262,Amagne-Lucquy,Lucquy,ARDENNES,49.523824,4.474687,,
87592311,Ambazac,Ambazac,HAUTE-VIENNE,45.952963,1.406938,,
87574343,Amboise,Amboise,INDRE-ET-LOIRE,47.421528,0.98119,,
87743146,Ambronay-Priay,Ambronay,AIN,46.011586,5.338093,,
87743716,Ambérieu,Amberieu-En-Bugey,AIN,45.953823,5.34239,,
87313874,Amiens,Amiens,SOMME,49.889915,2.31024,,
87171744,Amifontaine,Amifontaine,AISNE,49.484697,3.910682,,
87394205,Amilly-Ouerray,Amilly,EURE-ET-LOIR,48.438096,1.390511,,
87721035,Amplepuis,Amplepuis,RHONE,45.970495,4.327214,,
87481192,Ancenis,Ancenis-Saint-Gereon,LOIRE-ATLANTIQUE,47.369492,-1.177842,,
87172858,Anchamps,Anchamps,ARDENNES,49.930765,4.669872,,
87575332,Anché-Voulon,Anche,VIENNE,46.349739,0.250203,,
87192419,Ancy-sur-Moselle,Ancy-Dornot,MOSELLE,49.05737,6.062762,,
87715102,Andelot,Andelot-En-Montagne,JURA,46.859545,5.923301,,
87381491,Andrésy,Andresy,YVELINES,48.974738,2.04902,,
87726406,Andrézieux,Andrezieux-Boutheon,LOIRE,45.521627,4.255252,,
87484048,Angers-Maître-École,Angers,MAINE-ET-LOIRE,47.466879,-0.532569,,
87484006,Angers-St-Laud,Angers,MAINE-ET-LOIRE,47.464372,-0.556772,91,Paris Montparnasse
87543090,Angerville,Angerville,ESSONNE,48.310411,2.003015,,
87485102,Angoulins-sur-Mer,Angoulins,CHARENTE-MARITIME,46.106811,-1.115128,,
87583005,Angoulême,Angouleme,CHARENTE,45.653643,0.164145,127,Paris Montparnasse
87296566,Anizy-Pinon,Pinon,AISNE,49.495966,3.448804,,
87286856,Annappes,Villeneuve-D'Ascq,NORD,50.622872,3.146407,,
87746008,Annecy,Annecy,HAUTE-SAVOIE,45.902211,6.121833,227,Paris Gare de Lyon
87745497,Annemasse,Annemasse,HAUTE-SAVOIE,46.200487,6.238238,,
87295055,Anor,Anor,NORD,49.985392,4.092727,,
87721324,Anse,Anse,RHONE,45.938605,4.720805,,
87287219,Anstaing,Anstaing,NORD,50.604796,3.192968,,
87757567,Anthéor-Cap-Roux,Saint-Raphael,VAR,43.435398,6.891957,,
87757674,Antibes,Antibes,ALPES-MARITIMES,43.586216,7.119347,,
87317255,Anvin,Anvin,PAS-DE-CALAIS,50.446869,2.255216,,
87191387,Anzeling,Anzeling,MOSELLE,49.262417,6.459586,,
87296459,Appilly,Appilly,OISE,49.580427,3.120163,,
87582726,Arbanats,Arbanats,GIRONDE,44.674321,-0.395514,,
87718155,Arbois,Arbois,JURA,46.912701,5.76309,,
87718841,Arc-et-Senans,Arc-Et-Senans,DOUBS,47.030403,5.776618,,
87144410,Arches,Arches,VOSGES,48.119907,6.528229,,
87580340,Arenc-Euroméditerranée,Marseille,BOUCHES-DU-RHONE,43.312883,5.367807,,
87671479,Arengosse,Arengosse,LANDES,44.006868,-0.809382,,
87784231,Argelès-sur-Mer,Argeles-Sur-Mer,PYRENEES-ORIENTALES,42.544036,3.021639,,
87444539,Argentan,Argentan,ORNE,48.738582,-0.025791,,
87381848,Argenteuil,Argenteuil,VAL-D'OISE,48.947453,2.257259,,
87746859,Argentière,Chamonix-Mont-Blanc,HAUTE-SAVOIE,45.981758,6.926774,,
87597120,Argenton-sur-Creuse,Argenton-Sur-Creuse,INDRE,46.593358,1.517643,,
87753657,Arles,Arles,BOUCHES-DU-RHONE,43.681728,4.63343,,
87345421,Arleux,Arleux,NORD,50.286335,3.12084,,
87286146,Armentières,Armentieres,NORD,50.680764,2.876225,,
87396549,Arnage,Arnage,SARTHE,47.929315,0.189966,,
87281121,Arnèke,Arneke,NORD,50.830773,2.408162,,
87545467,Arpajon,Arpajon,ESSONNE,48.586031,2.240991,,
87342014,Arras,Arras,PAS-DE-CALAIS,50.286701,2.781878,49,Paris Gare du Nord
87394486,Arrou,Commune Nouvelle D'Arrou,EURE-ET-LOIR,48.101238,1.129586,,
87192401,Ars-sur-Moselle,Ars-Sur-Moselle,MOSELLE,49.074238,6.077933,,
87543058,Artenay,Artenay,LOIRET,48.080063,1.883056,,
87672212,Artix,Artix,PYRENEES-ATLANTIQUES,43.393299,-0.57083,,
87734251,Arvant,Bournoncle-Saint-Pierre,HAUTE-LOIRE,45.365319,3.310539,,
87286864,Ascq,Villeneuve-D'Ascq,NORD,50.621949,3.159824,,
87381137,Asnières-sur-Seine,Asnieres-Sur-Seine,HAUTS-DE-SEINE,48.905357,2.283829,,
87763250,Aspres-sur-Buëch,Aspres-Sur-Buech,HAUTES-ALPES,44.51938,5.754332,,
87672162,Assat,Assat,PYRENEES-ATLANTIQUES,43.254994,-0.295652,,
87613075,Assier,Assier,LOT,44.674707,1.869375,,
87545251,Athis-Mons,Athis-Mons,ESSONNE,48.711185,2.402039,,
87751750,Aubagne,Aubagne,BOUCHES-DU-RHONE,43.296248,5.566927,,
87594465,Aubazine-St-Hilaire,Saint-Hilaire-Peyroux,CORREZE,45.181787,1.641852,,
87386730,Aubergenville-Élisabethville,Aubergenville,YVELINES,48.971821,1.847199,,
87734111,Aubiat,Aubiat,PUY-DE-DOME,45.983875,3.160423,,
87491233,Aubie-St-Antoine,Val De Virvee,GIRONDE,45.016494,-0.419333,,
87611764,Aubiet,Aubiet,GERS,43.650044,0.789299,,
87345447,Aubigny-au-Bac,Aubigny-Au-Bac,NORD,50.268483,3.158288,,
87342246,Aubigny-en-Artois,Aubigny-En-Artois,PAS-DE-CALAIS,50.353084,2.592967,,
87396572,Aubigné-Racan,Aubigne-Racan,SARTHE,47.687351,0.264903,,
87613224,Aubin,Aubin,AVEYRON,44.527367,2.239091,,
87316604,Aubin-St-Vaast,Aubin-Saint-Vaast,PAS-DE-CALAIS,50.394541,1.970644,,
87191684,Auboué,Auboue,MEURTHE-ET-MOSELLE,49.21595,5.970192,,
87172122,Aubrives,Aubrives,ARDENNES,50.104344,4.761791,,
87597823,Aubusson,Aubusson,CREUSE,45.960536,2.160767,,
87611749,Auch,Auch,GERS,43.647617,0.596901,,
87317230,Auchy-lès-Hesdin,Auchy-Les-Hesdin,PAS-DE-CALAIS,50.39642,2.102363,,
87444059,Audrieu,Audrieu,CALVADOS,49.21633,-0.587594,,
87281428,Audruicq,Audruicq,PAS-DE-CALAIS,50.875389,2.077157,,
87194357,Audun-le-Roman,Audun-Le-Roman,MEURTHE-ET-MOSELLE,49.366616,5.891025,,
87194555,Audun-le-Tiche,Audun-Le-Tiche,MOSELLE,49.478079,5.957601,,
87415158,Auffay,Val-De-Scie,SEINE-MARITIME,49.715678,1.09846,,
87562421,Aulnat-Aéroport,Aulnat,PUY-DE-DOME,45.792056,3.160985,,
87271411,Aulnay-sous-Bois,Aulnay-Sous-Bois,SEINE-SAINT-DENIS,48.932258,2.494081,,
87295600,Aulnoye-Aymeries,Aulnoye-Aymeries,NORD,50.196805,3.842774,,
87313767,Aumale,Aumale,SEINE-MARITIME,49.764965,1.756365,,
87783266,Aumont-Aubrac,Peyre En Aubrac,LOZERE,44.706191,3.291179,,
87545657,Auneau,Roinville,EURE-ET-LOIR,48.446062,1.780181,,
87476200,Auray,Auray,MORBIHAN,47.680333,-3.000401,,
87726760,Aurec,Aurec-Sur-Loire,HAUTE-LOIRE,45.370913,4.198274,,
87645002,Aurillac,Aurillac,CANTAL,44.921283,2.436202,,
87611384,Auterive,Auterive,HAUTE-GARONNE,43.348893,1.46859,,
87694570,Autun,Autun,SAONE-ET-LOIRE,46.954957,4.292902,,
87276543,Auvers-sur-Oise,Auvers-Sur-Oise,VAL-D'OISE,49.071008,2.176812,,
87683573,Auxerre-St-Gervais,Auxerre,YONNE,47.797611,3.585465,,
87713347,Auxonne,Tillenay,COTE-D'OR,47.192658,5.377063,,
87683789,Avallon,Avallon,YONNE,47.495835,3.912693,,
87171579,Avenay,Avenay-Val-D'Or,MARNE,49.064692,4.043516,,
87381038,Avenue-Foch,Paris,PARIS,48.870956,2.275505,,
87381046,Avenue-Henri-Martin,Paris,PARIS,48.864346,2.272148,,
87543207,Avenue-du-Président-Kennedy-Radio-France,Paris,PARIS,48.853038,2.280644,,
87295725,Avesnelles,Avesnelles,NORD,50.119802,3.946048,,
87295733,Avesnes,Avesnes-Sur-Helpe,NORD,50.126472,3.933747,,
87765008,Avignon-Centre,Avignon,VAUCLUSE,43.941689,4.803993,,
87318964,Avignon-TGV,Avignon,VAUCLUSE,43.921852,4.785989,161,Paris Gare de Lyon
87616011,Avignonet,Avignonet-Lauragais,HAUTE-GARONNE,43.364722,1.783815,,
87342584,Avion,Avion,PAS-DE-CALAIS,50.406991,2.833917,,
87576439,Avord,Avord,CHER,47.034813,2.652551,,
87718551,Avoudrey,Avoudrey,DOUBS,47.129848,6.434664,,
87448514,Avranches,Avranches,MANCHE,48.691443,-1.369216,,
87313296,Avrechy,Avrechy,OISE,49.444714,2.417994,,
87611533,Ax-les-Thermes,Ax-Les-Thermes,ARIEGE,42.724771,1.833467,,
87171561,Ay,Aÿ-Champagne,MARNE,49.048687,4.001621,,
87437806,Aytré-Plage,Aytre,CHARENTE-MARITIME,46.126668,-1.12732,,
87571638,Azay-le-Rideau,Azay-Le-Rideau,INDRE-ET-LOIRE,47.266533,0.447697,,
87574442,Azay-sur-Cher,Montlouis-Sur-Loire,INDRE-ET-LOIRE,47.365087,0.86035,,
87141408,Azerailles,Azerailles,MEURTHE-ET-MOSELLE,48.49132,6.69587,,
87590349,Babinière,La Chapelle-Sur-Erdre,LOIRE-ATLANTIQUE,47.258859,-1.544931,,
87141416,Baccarat,Baccarat,MEURTHE-ET-MOSELLE,48.451979,6.744285,,
87613604,Bagnac,Bagnac-Sur-Cele,LOT,44.665107,2.16013,,
87684191,Bagneaux-sur-Loing,Bagneaux-Sur-Loing,SEINE-ET-MARNE,48.230494,2.703401,,
87764571,Bagnols,Bagnols-Sur-Ceze,GARD,44.161569,4.62706,,
87783647,Bagnols-Chadenet,Chadenet,LOZERE,44.528614,3.628354,,
87773457,Baillargues,Baillargues,HERAULT,43.653139,4.006768,,
87394411,Bailleau-le-Pin,Bailleau-Le-Pin,EURE-ET-LOIR,48.36687,1.324844,,
87286179,Bailleul,Bailleul,NORD,50.728778,2.733394,,
87342592,Bailleul-Sir-Berthoult,Bailleul-Sir-Berthoult,PAS-DE-CALAIS,50.335303,2.84109,,
87710780,Bailly,Bailly,YVELINES,48.837178,2.074291,,
87144147,Bains-les-Bains,Le Clerjus,VOSGES,47.981117,6.295203,,
87141531,Bainville-sur-Madon,Bainville-Sur-Madon,MEURTHE-ET-MOSELLE,48.585995,6.099541,,
87286872,Baisieux,Baisieux,NORD,50.618595,3.234784,,
87313569,Balagny-St-Épin,Balagny-Sur-Therain,OISE,49.294257,2.344247,,
87726869,Balbigny,Balbigny,LOIRE,45.819248,4.185523,,
87571604,Ballan,Ballan-Mire,INDRE-ET-LOIRE,47.336342,0.616633,,
87681437,Ballancourt,Ballancourt-Sur-Essonne,ESSONNE,48.532222,2.371185,,
87111864,Balsièges-Bourg,Balsieges,LOZERE,44.482069,3.456602,,
87783324,Banassac-La Canourgue,Banassac-Canilhac,LOZERE,44.439516,3.185829,,
87755223,Bandol,Bandol,VAR,43.14042,5.750206,,
87474189,Bannalec,Bannalec,FINISTERE,47.926942,-3.706932,,
87182840,Bantzenheim,Bantzenheim,HAUT-RHIN,47.811589,7.505385,,
87784298,Banyuls-sur-Mer,Banyuls-Sur-Mer,PYRENEES-ORIENTALES,42.482891,3.124866,,
87175042,Bar-le-Duc,Bar-Le-Duc,MEUSE,48.773646,5.167223,,
87118299,Bar-sur-Aube,Bar-Sur-Aube,AUBE,48.238441,4.707339,,
87615757,Baraqueville-Carcenac-Peyralès,Baraqueville,AVEYRON,44.270276,2.427578,,
87411264,Barentin-Embranchement,Barentin,SEINE-MARITIME,49.549282,0.9537,,
87297291,Barenton-Bugny,Barenton-Bugny,AISNE,49.630584,3.655934,,
87783563,Barjac,Barjac,LOZERE,44.499384,3.410794,,
87192658,Baroncourt,Dommary-Baroncourt,MEUSE,49.279941,5.705215,,
87214247,Barr,Barr,BAS-RHIN,48.403288,7.457,,
87582759,Barsac,Barsac,GIRONDE,44.603962,-0.320677,,
87182113,Bartenheim,Bartenheim,HAUT-RHIN,47.634907,7.487635,,
87726778,Bas-Monistrol,Bas-En-Basset,HAUTE-LOIRE,45.297211,4.139526,,
87184200,Bas-Évette,Evette-Salbert,TERRITOIRE-DE-BELFORT,47.681385,6.805714,,
87699223,Base Aérienne,Gievres,LOIR-ET-CHER,47.320087,1.681942,,
87581850,Bassens,Bassens,GIRONDE,44.901592,-0.522244,,
87481770,Batz-sur-Mer,Batz-Sur-Mer,LOIRE-ATLANTIQUE,47.28095,-2.479068,,
87574152,Baule,Baule,LOIRET,47.811487,1.667899,,
87718460,Baume-les-Dames,Baume-Les-Dames,DOUBS,47.354064,6.359332,,
87345280,Bauvin-Provin,Bauvin,NORD,50.511673,2.905041,,
87444067,Bayeux,Bayeux,CALVADOS,49.268596,-0.689816,,
87141218,Bayon,Virecourt,MEURTHE-ET-MOSELLE,48.467879,6.322744,,
87673004,Bayonne,Bayonne,PYRENEES-ATLANTIQUES,43.496732,-1.471551,,
87171462,Bazancourt,Bazancourt,MARNE,49.361396,4.174522,,
87611723,Baziège,Baziege,HAUTE-GARONNE,43.455075,1.617337,,
87171348,Bazoches,Bazoches-Et-Saint-Thibaut,AISNE,49.305274,3.616468,,
87317610,Beau-Marais,Calais,PAS-DE-CALAIS,50.945417,1.899675,,
87775023,Beaucaire,Beaucaire,GARD,43.802158,4.647373,,
87574160,Beaugency,Beaugency,LOIRET,47.778486,1.625907,,
87756379,Beaulieu-sur-Mer,Beaulieu-Sur-Mer,ALPES-MARITIMES,43.706946,7.331941,,
87387183,Beaumont-le-Roger,Beaumont-Le-Roger,EURE,49.073435,0.77388,,
87713545,Beaune,Beaune,COTE-D'OR,47.022651,4.84852,,
87317198,Beaurainville,Beaurainville,PAS-DE-CALAIS,50.422768,1.895333,,
87582700,Beautiran,Beautiran,GIRONDE,44.701046,-0.450041,,
87313510,Beauvais,Beauvais,OISE,49.426292,2.090001,,
87485342,Beauvoir-sur-Niort,Beauvoir-Sur-Niort,DEUX-SEVRES,46.177685,-0.466423,,
87775809,Beauvoisin,Beauvoisin,GARD,43.724509,4.321315,,
87672774,Bedous,Bedous,PYRENEES-ATLANTIQUES,42.994178,-0.604002,,
87491076,Beillant,Saint-Sever-De-Saintonge,CHARENTE-MARITIME,45.701303,-0.526585,,
87184002,Belfort,Belfort,TERRITOIRE-DE-BELFORT,47.630411,6.855192,,
87300822,Belfort-Montbéliard-TGV,Meroux-Moval,TERRITOIRE-DE-BELFORT,47.586023,6.898445,,
87592485,Bellac,Bellac,HAUTE-VIENNE,46.12526,1.046243,,
87473165,Belle-Isle-Bégard,Louargat,COTES-D'ARMOR,48.593485,-3.32097,,
87745000,Bellegarde,Valserhone,AIN,46.110517,5.825677,163,Paris Gare de Lyon
87641068,Bellenaves,Bellenaves,ALLIER,46.199342,3.066615,,
87486142,Bellevigny,Bellevigny,VENDEE,46.788521,-1.434595,,
87141804,Belleville,Belleville,MEURTHE-ET-MOSELLE,48.819429,6.101683,,
87721357,Belleville-sur-Saône,Belleville-En-Beaujolais,RHONE,46.110937,4.728673,,
87393116,Bellevue,Meudon,HAUTS-DE-SEINE,48.818843,2.229851,,
87743526,Bellignat,Bellignat,AIN,46.238939,5.630502,,
87276550,Belloy-St-Martin,Belloy-En-France,VAL-D'OISE,49.097994,2.361095,,
87783670,Belvezet,Mont Lozere Et Goulet,LOZERE,44.561755,3.751807,,
87595876,Belvès,Pays De Belves,DORDOGNE,44.777375,1.011886,,
87476408,Belz-Ploemel,Ploemel,MORBIHAN,47.652549,-3.072226,,
87214122,Benfeld,Benfeld,BAS-RHIN,48.373645,7.584029,,
87576447,Bengy,Bengy-Sur-Craon,CHER,47.000016,2.749764,,
87584268,Bergerac,Bergerac,DORDOGNE,44.857181,0.489256,,
87281105,Bergues,Bergues,NORD,50.96795,2.426389,,
87295808,Berlaimont,Berlaimont,NORD,50.198083,3.809371,,
87444299,Bernay,Bernay,EURE,49.087212,0.598934,,
87592352,Bersac,Bersac-Sur-Rivalier,HAUTE-VIENNE,46.084606,1.432222,,
87215335,Berthelming,Berthelming,MOSELLE,48.809317,7.008898,,
87141424,Bertrichamps,Bertrichamps,MEURTHE-ET-MOSELLE,48.428332,6.791368,,
87345553,Bertry,Bertry,NORD,50.091153,3.44903,,
87300863,Besançon-Franche-Comté-TGV,Les Auxons,DOUBS,47.308765,5.956208,128,Paris Gare de Lyon
87718015,Besançon-Mouillère,Besancon,DOUBS,47.240519,6.034042,,
87718007,Besançon-Viotte,Besancon,DOUBS,47.247335,6.021802,,
87471219,Beslé,Guemene-Penfao,LOIRE-ATLANTIQUE,47.69932,-1.870113,,
87276642,Bessancourt,Bessancourt,VAL-D'OISE,49.035731,2.20986,,
87696336,Bessay,Bessay-Sur-Allier,ALLIER,46.445606,3.36123,,
87471045,Betton,Betton,ILLE-ET-VILAINE,48.18102,-1.634363,,
87343160,Beuvrages,Beuvrages,NORD,50.391128,3.505293,,
87342402,Beuvry (Pas-de-Calais),Beuvry,PAS-DE-CALAIS,50.535854,2.691355,,
87393363,Beynes,Beynes,YVELINES,48.859387,1.875791,,
87723544,Beynost,Beynost,AIN,45.833843,5.006805,,
87342097,Biache-St-Vaast,Biache-Saint-Vaast,PAS-DE-CALAIS,50.316363,2.941219,,
87673400,Biarritz,Biarritz,PYRENEES-ATLANTIQUES,43.459195,-1.545762,,
87328328,Bibliothèque-François-Mitterrand,Paris,PARIS,48.827248,2.379742,,
87673699,Bidarray-Pont-Noblia,Bidarray,PYRENEES-ATLANTIQUES,43.268029,-1.345006,,
87517912,Bidos,Bidos,PYRENEES-ATLANTIQUES,43.17893,-0.606977,,
87144188,Biffontaine,Biffontaine,VOSGES,48.205953,6.807192,,
87576306,Bigny,Vallenay,CHER,46.801904,2.36823,,
87345140,Billy-Montigny,Billy-Montigny,PAS-DE-CALAIS,50.415276,2.911818,,
87757690,Biot,Antibes,ALPES-MARITIMES,43.611158,7.12653,,
87212308,Bischheim,Schiltigheim,BAS-RHIN,48.611903,7.741838,,
87214296,Bischoffsheim,Bischoffsheim,BAS-RHIN,48.487014,7.497956,,
87213611,Bischwiller,Bischwiller,BAS-RHIN,48.765575,7.851356,,
87182576,Bitschwiller (Haut-Rhin),Bitschwiller-Les-Thann,HAUT-RHIN,47.827706,7.078252,,
87393546,Bièvres,Bievres,ESSONNE,48.750049,2.218045,,
87141135,Blainville-Damelevières,Damelevieres,MEURTHE-ET-MOSELLE,48.566312,6.384064,,
87713073,Blaisy-Bas,Blaisy-Bas,COTE-D'OR,47.373118,4.741629,,
87313809,Blangy-sur-Bresle,Blangy-Sur-Bresle,SEINE-MARITIME,49.932407,1.626207,,
87317248,Blangy-sur-Ternoise,Blangy-Sur-Ternoise,PAS-DE-CALAIS,50.42474,2.172229,,
87581728,Blanquefort,Blanquefort,GIRONDE,44.917568,-0.623774,,
87694612,Blanzy,Blanzy,SAONE-ET-LOIRE,46.693993,4.391262,,
87574004,Blois-Chambord,Blois,LOIR-ET-CHER,47.585364,1.323609,,
87444380,Blonville-sur-Mer-Benerville,Blonville-Sur-Mer,CALVADOS,49.331336,0.035479,,
87574475,Bléré-la-Croix,La Croix-En-Touraine,INDRE-ET-LOIRE,47.337562,0.989009,,
87172049,Bogny-sur-Meuse,Bogny-Sur-Meuse,ARDENNES,49.858854,4.762682,,
87296269,Bohain,Bohain-En-Vermandois,AISNE,49.987879,3.442539,,
87684407,Boigneville,Boigneville,ESSONNE,48.342342,2.379115,,
87381079,Bois-Colombes,Bois-Colombes,HAUTS-DE-SEINE,48.913696,2.272157,,
87721787,Bois-d'Oingt-Légny,Legny,RHONE,45.906516,4.575519,,
87682203,Bois-le-Roi,Bois-Le-Roi,SEINE-ET-MARNE,48.476439,2.69048,,
87342071,Boisleux,Boisleux-Au-Mont,PAS-DE-CALAIS,50.210367,2.771596,,
87543082,Boisseaux,Boisseaux,LOIRET,48.255358,1.97262,,
87645184,Boisset,Boisset,CANTAL,44.785633,2.249574,,
87682518,Boissise-le-Roi,Boissise-Le-Roi,SEINE-ET-MARNE,48.529165,2.57345,,
87381152,Boissy-l'Aillerie,Boissy-L'Aillerie,VAL-D'OISE,49.075799,2.025045,,
87413351,Bolbec-Nointot,Bolbec,SEINE-MARITIME,49.591615,0.486061,,
87182709,Bollwiller,Bollwiller,HAUT-RHIN,47.856633,7.26749,,
87764357,Bollène-la-Croisière,Bollene,VAUCLUSE,44.270429,4.708564,,
87142224,Bologne,Bologne,HAUTE-MARNE,48.198646,5.134534,,
87784801,Bolquère-Eyne,Bolquere,PYRENEES-ORIENTALES,42.498296,2.084885,,
87113407,Bondy,Bondy,SEINE-SAINT-DENIS,48.894395,2.477293,,
87478065,Bonnemain,Bonnemain,ILLE-ET-VILAINE,48.476061,-1.764891,,
87545731,Bonneval,Bonneval,EURE-ET-LOIR,48.186243,1.38615,,
87746339,Bonneville,Bonneville,HAUTE-SAVOIE,46.07751,6.416535,,
87415893,Bonnières,Bonnieres-Sur-Seine,YVELINES,49.038556,1.580451,,
87745596,Bons-en-Chablais,Bons-En-Chablais,HAUTE-SAVOIE,46.269547,6.367966,,
87726414,Bonson,Bonson,LOIRE,45.522318,4.216361,,
87276444,Boran-sur-Oise,Boran-Sur-Oise,OISE,49.167045,2.362764,,
87581009,Bordeaux-St-Jean,Bordeaux,GIRONDE,44.825923,-0.555978,144,Paris Montparnasse
87491019,Bords,Bords,CHARENTE-MARITIME,45.893732,-0.797127,,
87276717,Bornel-Belle-Église,Bornel,OISE,49.194407,2.207223,,
87481200,Bouaye,Bouaye,LOIRE-ATLANTIQUE,47.138072,-1.682439,,
87345389,Bouchain,Neuville-Sur-Escaut,NORD,50.27841,3.332126,,
87775346,Boucoiran,Boucoiran-Et-Nozieres,GARD,43.99273,4.187544,,
87276485,Bouffémont-Moisselles,Bouffemont,VAL-D'OISE,49.045199,2.322965,,
87382440,Bougival,La Celle-Saint-Cloud,YVELINES,48.854136,2.132104,,
87543181,Boulainvilliers,Paris,PARIS,48.856447,2.27522,,
87725473,Boulazac,Boulazac Isle Manoire,DORDOGNE,45.171865,0.773122,,
87317016,Boulogne-Tintelleries,Boulogne-Sur-Mer,PAS-DE-CALAIS,50.727319,1.609335,,
87317586,Boulogne-Ville,Boulogne-Sur-Mer,PAS-DE-CALAIS,50.715265,1.609995,,
87757534,Boulouris-sur-Mer,Saint-Raphael,VAR,43.416282,6.80832,,
87545178,Bouray,Lardy,ESSONNE,48.531869,2.289055,,
87281279,Bourbourg,Bourbourg,NORD,50.95285,2.196369,,
87214775,Bourg-Bruche,Bourg-Bruche,BAS-RHIN,48.360189,7.137239,,
87784876,Bourg-Madame,Bourg-Madame,PYRENEES-ORIENTALES,42.432413,1.948684,,
87741793,Bourg-St-Maurice,Bourg-Saint-Maurice,SAVOIE,45.618121,6.771557,,
87743005,Bourg-en-Bresse,Bourg-En-Bresse,AIN,46.199712,5.214927,,
87576207,Bourges,Bourges,CHER,47.094618,2.394323,,
87481242,Bourgneuf-en-Retz,Villeneuve-En-Retz,LOIRE-ATLANTIQUE,47.046981,-1.955094,,
87723429,Bourgoin-Jallieu,Bourgoin-Jallieu,ISERE,45.583817,5.27361,,
87415323,Bourgtheroulde-Thuit-Hébert,Grand Bourgtheroulde,EURE,49.317575,0.838424,,
87486324,Bournezeau,Bournezeau,VENDEE,46.651489,-1.177611,,
87684118,Bourron-Marlotte-Grez,Bourron-Marlotte,SEINE-ET-MARNE,48.332715,2.692614,,
87393603,Bourth,Bourth,EURE,48.765712,0.804608,,
87481176,Boussay-La Bruffière,Boussay,LOIRE-ATLANTIQUE,47.05058,-1.182802,,
87611095,Boussens,Boussens,HAUTE-GARONNE,43.178423,0.971265,,
87682138,Boussy-St-Antoine,Boussy-Saint-Antoine,ESSONNE,48.681782,2.531035,,
